,ImgPath,Class
388,augmentation\beds\6908traditional-panel-beds_aug_4890.png,beds
389,augmentation\beds\9617transitional-bunk-beds_aug_6802.png,beds
390,data/Furniture_Data\beds\Transitional\9900transitional-platform-beds.jpg,beds
391,external_resources\beds\7LKKYK7HG9SV_aug.jpg,beds
392,augmentation\beds\6238traditional-panel-beds_aug_6193.png,beds
393,augmentation\beds\9802transitional-bunk-beds_aug_5905.png,beds
394,augmentation\beds\9454transitional-platform-beds_aug_7640.png,beds
395,external_resources\beds\37INA5NTAZ6F.jpg,beds
396,data/Furniture_Data\beds\Transitional\2901transitional-kids-beds.jpg,beds
397,augmentation\beds\4559modern-beds_aug_7645.png,beds
398,augmentation\beds\813contemporary-bunk-beds_aug_7626.png,beds
399,data/Furniture_Data\beds\Contemporary\603contemporary-beds.jpg,beds
400,augmentation\beds\1545contemporary-bunk-beds_aug_5575.png,beds
401,augmentation\beds\1206contemporary-kids-beds_aug_5186.png,beds
402,data/Furniture_Data\beds\Modern\4779modern-bunk-beds.jpg,beds
403,augmentation\beds\4396eclectic-kids-beds_aug_7554.png,beds
404,data/Furniture_Data\beds\Modern\4671modern-panel-beds.jpg,beds
405,external_resources\beds\Q2JGH6U8LGAS.jpg,beds
406,augmentation\beds\8559transitional-kids-beds_aug_7785.png,beds
407,data/Furniture_Data\beds\Contemporary\1347contemporary-bunk-beds.jpg,beds
408,data/Furniture_Data\beds\Traditional\3344traditional-panel-beds.jpg,beds
409,augmentation\beds\10328transitional-panel-beds_aug_7918.png,beds
410,data/Furniture_Data\beds\Rustic\2943rustic-beds.jpg,beds
411,data/Furniture_Data\beds\Traditional\6794traditional-kids-beds.jpg,beds
412,external_resources\beds\IHJSNVEPLREH.jpg,beds
413,data/Furniture_Data\beds\Contemporary\660contemporary-kids-beds.jpg,beds
414,data/Furniture_Data\beds\Modern\2613modern-platform-beds.jpg,beds
415,augmentation\beds\5315contemporary-panel-beds_aug_7930.png,beds
416,augmentation\beds\7521rustic-daybeds_aug_5246.png,beds
417,augmentation\beds\8793rustic-bunk-beds_aug_6339.png,beds
418,data/Furniture_Data\beds\Transitional\9836transitional-bunk-beds.jpg,beds
419,data/Furniture_Data\beds\Transitional\9947transitional-panel-beds.jpg,beds
420,data/Furniture_Data\beds\Mediterranean\7862mediterranean-panel-beds.jpg,beds
421,data/Furniture_Data\beds\Eclectic\4401eclectic-panel-beds.jpg,beds
422,augmentation\beds\6493traditional-kids-beds_aug_7427.png,beds
423,data/Furniture_Data\beds\Traditional\6380traditional-toddler-beds.jpg,beds
424,data/Furniture_Data\beds\Beach\8149beach-style-kids-beds.jpg,beds
425,augmentation\beds\1139contemporary-platform-beds_aug_7342.png,beds
426,augmentation\beds\310contemporary-loft-beds_aug_5543.png,beds
427,external_resources\beds\YV83OL1VHHE1.jpg,beds
428,augmentation\beds\502contemporary-panel-beds_aug_5845.png,beds
429,augmentation\beds\1974contemporary-platform-beds_aug_5769.png,beds
430,data/Furniture_Data\beds\Contemporary\1623contemporary-platform-beds.jpg,beds
431,external_resources\beds\AEX31WXMMCJX_aug.jpg,beds
432,augmentation\beds\8149beach-style-kids-beds_aug_7690.png,beds
433,data/Furniture_Data\beds\Contemporary\2417contemporary-platform-beds.jpg,beds
434,augmentation\beds\6898traditional-panel-beds_aug_5651.png,beds
435,augmentation\beds\9618transitional-kids-beds_aug_7194.png,beds
436,data/Furniture_Data\beds\Contemporary\7707contemporary-daybeds.jpg,beds
437,data/Furniture_Data\beds\Transitional\9633transitional-bunk-beds.jpg,beds
438,external_resources\beds\COLBD0E9FAUI.jpg,beds
439,augmentation\beds\2456contemporary-panel-beds_aug_6368.png,beds
440,data/Furniture_Data\beds\Traditional\6191traditional-beds.jpg,beds
441,augmentation\beds\9854transitional-bunk-beds_aug_7088.png,beds
442,data/Furniture_Data\beds\Southwestern\5141southwestern-loft-beds.jpg,beds
443,augmentation\beds\9354transitional-loft-beds_aug_6273.png,beds
444,augmentation\beds\1262contemporary-panel-beds_aug_7347.png,beds
445,augmentation\beds\10463victorian-sleigh-beds_aug_5510.png,beds
446,augmentation\beds\4893transitional-panel-beds_aug_7287.png,beds
447,augmentation\beds\9935transitional-platform-beds_aug_5955.png,beds
448,data/Furniture_Data\beds\Contemporary\439contemporary-loft-beds.jpg,beds
449,data/Furniture_Data\beds\Traditional\7383traditional-panel-beds.jpg,beds
450,external_resources\beds\4TONRVI5ZGZM.jpg,beds
451,augmentation\beds\4822transitional-platform-beds_aug_6037.png,beds
452,augmentation\beds\8450industrial-bunk-beds_aug_7979.png,beds
453,data/Furniture_Data\beds\Contemporary\2260contemporary-bunk-beds.jpg,beds
454,external_resources\beds\OVY5MUAUG9AD.jpg,beds
455,augmentation\beds\2041contemporary-panel-beds_aug_6058.png,beds
456,data/Furniture_Data\beds\Rustic\8859rustic-platform-beds.jpg,beds
457,data/Furniture_Data\beds\Transitional\10220transitional-panel-beds.jpg,beds
458,data/Furniture_Data\beds\Mediterranean\8607mediterranean-panel-beds.jpg,beds
459,external_resources\beds\3VK3710WGAOI.jpg,beds
460,data/Furniture_Data\beds\Transitional\9171transitional-panel-beds.jpg,beds
461,data/Furniture_Data\beds\Transitional\9347transitional-daybeds.jpg,beds
462,augmentation\beds\5037transitional-panel-beds_aug_7149.png,beds
463,augmentation\beds\1390contemporary-bunk-beds_aug_6215.png,beds
464,data/Furniture_Data\beds\Transitional\8477transitional-bunk-beds.jpg,beds
465,external_resources\beds\796CNRN1UC40.jpg,beds
466,data/Furniture_Data\beds\Traditional\6071traditional-platform-beds.jpg,beds
467,data/Furniture_Data\beds\Contemporary\2442contemporary-kids-beds.jpg,beds
468,augmentation\beds\1496contemporary-platform-beds_aug_7181.png,beds
469,augmentation\beds\9514transitional-daybeds_aug_7738.png,beds
470,external_resources\beds\2YFJZ7M24ZNH.jpg,beds
471,data/Furniture_Data\beds\Contemporary\568contemporary-toddler-beds.jpg,beds
472,augmentation\beds\5056transitional-kids-beds_aug_5829.png,beds
473,data/Furniture_Data\beds\Traditional\6721traditional-panel-beds.jpg,beds
474,data/Furniture_Data\beds\Traditional\5220traditional-panel-beds.jpg,beds
475,data/Furniture_Data\beds\Traditional\6974traditional-panel-beds.jpg,beds
476,augmentation\beds\8709midcentury-panel-beds_aug_7575.png,beds
477,data/Furniture_Data\beds\Traditional\3362traditional-kids-beds.jpg,beds
478,external_resources\beds\VSP8MA1BN5XE.jpg,beds
479,data/Furniture_Data\beds\Contemporary\2313contemporary-kids-beds.jpg,beds
480,data/Furniture_Data\beds\Transitional\2794transitional-sleigh-beds.jpg,beds
481,data/Furniture_Data\beds\Contemporary\417contemporary-platform-beds.jpg,beds
482,data/Furniture_Data\beds\Rustic\8908rustic-bunk-beds.jpg,beds
483,external_resources\beds\VFEPX2UZMJQ3_aug.jpg,beds
484,data/Furniture_Data\beds\Transitional\9608transitional-bunk-beds.jpg,beds
485,data/Furniture_Data\beds\Contemporary\1521contemporary-bunk-beds.jpg,beds
486,data/Furniture_Data\beds\Transitional\3600transitional-panel-beds.jpg,beds
487,augmentation\beds\10296transitional-panel-beds_aug_6546.png,beds
488,augmentation\beds\4599modern-loft-beds_aug_6514.png,beds
489,augmentation\beds\8260craftsman-daybeds_aug_5765.png,beds
490,data/Furniture_Data\beds\Contemporary\731contemporary-kids-beds.jpg,beds
491,augmentation\beds\1377contemporary-platform-beds_aug_4934.png,beds
492,augmentation\beds\6301traditional-adjustable-beds_aug_6251.png,beds
493,data/Furniture_Data\beds\Transitional\4982transitional-platform-beds.jpg,beds
494,data/Furniture_Data\beds\Traditional\6278traditional-sleigh-beds.jpg,beds
495,augmentation\beds\2112contemporary-panel-beds_aug_4871.png,beds
496,augmentation\beds\221contemporary-platform-beds_aug_5586.png,beds
497,data/Furniture_Data\beds\Contemporary\1231contemporary-kids-beds.jpg,beds
498,augmentation\beds\6156traditional-kids-beds_aug_5217.png,beds
499,data/Furniture_Data\beds\Southwestern\9214southwestern-panel-beds.jpg,beds
500,data/Furniture_Data\beds\Traditional\6210traditional-canopy-beds.jpg,beds
501,data/Furniture_Data\beds\Craftsman\8207craftsman-bunk-beds.jpg,beds
502,external_resources\beds\X8YRJYPT3CL5.jpg,beds
503,data/Furniture_Data\beds\Mediterranean\2634mediterranean-panel-beds.jpg,beds
504,external_resources\beds\GL5T0FY6PZ4G.jpg,beds
505,augmentation\beds\7862mediterranean-panel-beds_aug_4865.png,beds
506,augmentation\beds\249contemporary-platform-beds_aug_7725.png,beds
507,data/Furniture_Data\beds\Transitional\3399transitional-panel-beds.jpg,beds
508,external_resources\beds\WOCXULE68ZUX_aug.jpg,beds
509,external_resources\beds\AHJBEJGLMYG6.jpg,beds
510,augmentation\beds\9082southwestern-panel-beds_aug_5819.png,beds
511,data/Furniture_Data\beds\Transitional\9843transitional-panel-beds.jpg,beds
512,augmentation\beds\2911modern-kids-beds_aug_5933.png,beds
513,augmentation\beds\10160transitional-panel-beds_aug_6099.png,beds
514,data/Furniture_Data\beds\Contemporary\899contemporary-adjustable-beds.jpg,beds
515,data/Furniture_Data\beds\Traditional\7402traditional-panel-beds.jpg,beds
516,augmentation\beds\9453transitional-panel-beds_aug_7803.png,beds
517,augmentation\beds\7538victorian-panel-beds_aug_7375.png,beds
518,augmentation\beds\786contemporary-kids-beds_aug_5249.png,beds
519,external_resources\beds\VHMVI5ZOSOLZ_aug.jpg,beds
520,augmentation\beds\6013traditional-sleigh-beds_aug_5675.png,beds
521,augmentation\beds\10236transitional-platform-beds_aug_5385.png,beds
522,external_resources\beds\SQZA7OBGCADK_aug.jpg,beds
523,external_resources\beds\E7AJXF3FOWEE_aug.jpg,beds
524,data/Furniture_Data\beds\Traditional\6440traditional-kids-beds.jpg,beds
525,augmentation\beds\7193traditional-panel-beds_aug_4947.png,beds
526,data/Furniture_Data\beds\Transitional\9418transitional-bunk-beds.jpg,beds
527,augmentation\beds\4558modern-bunk-beds_aug_7652.png,beds
528,external_resources\beds\SCT3YJN8W70P_aug.jpg,beds
529,augmentation\beds\6481traditional-beds_aug_6470.png,beds
530,data/Furniture_Data\beds\Contemporary\121contemporary-platform-beds.jpg,beds
531,data/Furniture_Data\beds\Traditional\6228traditional-bunk-beds.jpg,beds
532,external_resources\beds\IKZZV7UR4MKL_aug.jpg,beds
533,data/Furniture_Data\beds\Traditional\6059traditional-panel-beds.jpg,beds
534,data/Furniture_Data\beds\Traditional\7391traditional-panel-beds.jpg,beds
535,data/Furniture_Data\beds\Transitional\9286transitional-bunk-beds.jpg,beds
536,augmentation\beds\2718modern-panel-beds_aug_7187.png,beds
537,augmentation\beds\10468victorian-panel-beds_aug_7975.png,beds
538,data/Furniture_Data\beds\Transitional\4822transitional-platform-beds.jpg,beds
539,data/Furniture_Data\beds\Contemporary\39contemporary-platform-beds.jpg,beds
540,augmentation\beds\8452industrial-kids-beds_aug_6156.png,beds
541,augmentation\beds\8188craftsman-bunk-beds_aug_6500.png,beds
542,augmentation\beds\942contemporary-bunk-beds_aug_5424.png,beds
543,data/Furniture_Data\beds\Contemporary\1532contemporary-platform-beds.jpg,beds
544,data/Furniture_Data\beds\Transitional\10282transitional-platform-beds.jpg,beds
545,data/Furniture_Data\beds\Transitional\4884transitional-platform-beds.jpg,beds
546,data/Furniture_Data\beds\Contemporary\958contemporary-panel-beds.jpg,beds
547,augmentation\beds\4675modern-daybeds_aug_6129.png,beds
548,augmentation\beds\2164contemporary-kids-beds_aug_5508.png,beds
549,data/Furniture_Data\beds\Traditional\6533traditional-bunk-beds.jpg,beds
550,augmentation\beds\7362traditional-panel-beds_aug_7802.png,beds
551,data/Furniture_Data\beds\Contemporary\482contemporary-platform-beds.jpg,beds
552,external_resources\beds\B2SXKA9CDYNG_aug.jpg,beds
553,augmentation\beds\5215transitional-loft-beds_aug_5728.png,beds
554,data/Furniture_Data\beds\Transitional\8743transitional-panel-beds.jpg,beds
555,augmentation\beds\3455transitional-platform-beds_aug_6292.png,beds
556,data/Furniture_Data\beds\Contemporary\649contemporary-kids-beds.jpg,beds
557,data/Furniture_Data\beds\Rustic\4900rustic-panel-beds.jpg,beds
558,augmentation\beds\9445transitional-loft-beds_aug_7954.png,beds
559,augmentation\beds\562contemporary-bunk-beds_aug_7960.png,beds
560,data/Furniture_Data\beds\Contemporary\2454contemporary-kids-beds.jpg,beds
561,data/Furniture_Data\beds\Traditional\6582traditional-loft-beds.jpg,beds
562,data/Furniture_Data\beds\Contemporary\2027contemporary-panel-beds.jpg,beds
563,data/Furniture_Data\beds\Rustic\8888rustic-kids-beds.jpg,beds
564,data/Furniture_Data\beds\Contemporary\350contemporary-panel-beds.jpg,beds
565,data/Furniture_Data\beds\Traditional\6593traditional-sleigh-beds.jpg,beds
566,data/Furniture_Data\beds\Contemporary\1775contemporary-platform-beds.jpg,beds
567,data/Furniture_Data\beds\Traditional\7472traditional-panel-beds.jpg,beds
568,data/Furniture_Data\beds\Transitional\3182transitional-bunk-beds.jpg,beds
569,data/Furniture_Data\beds\Traditional\6482traditional-sleigh-beds.jpg,beds
570,data/Furniture_Data\beds\Traditional\6669traditional-platform-beds.jpg,beds
571,augmentation\beds\9115southwestern-panel-beds_aug_7695.png,beds
572,data/Furniture_Data\beds\Modern\4662modern-panel-beds.jpg,beds
573,data/Furniture_Data\beds\Transitional\4353transitional-kids-beds.jpg,beds
574,data/Furniture_Data\beds\Transitional\4914transitional-sleigh-beds.jpg,beds
575,data/Furniture_Data\beds\Contemporary\1698contemporary-platform-beds.jpg,beds
576,data/Furniture_Data\beds\Traditional\6055traditional-panel-beds.jpg,beds
577,external_resources\beds\CC4O2OZHJF8S_aug.jpg,beds
578,external_resources\beds\4CRCR8FV2TZE_aug.jpg,beds
579,external_resources\beds\LR07TQ9DGS3O.jpg,beds
580,data/Furniture_Data\beds\Contemporary\1835contemporary-panel-beds.jpg,beds
581,augmentation\beds\1962contemporary-platform-beds_aug_5144.png,beds
582,external_resources\beds\3O245TO043EA.jpg,beds
583,augmentation\beds\6810traditional-panel-beds_aug_6095.png,beds
584,external_resources\beds\DNNSF4ICE4WL_aug.jpg,beds
585,data/Furniture_Data\beds\Modern\4630modern-canopy-beds.jpg,beds
586,data/Furniture_Data\beds\Transitional\9769transitional-bunk-beds.jpg,beds
587,augmentation\beds\5754transitional-platform-beds_aug_6971.png,beds
588,data/Furniture_Data\beds\Farmhouse\8398farmhouse-sleigh-beds.jpg,beds
589,data/Furniture_Data\beds\Traditional\7182traditional-panel-beds.jpg,beds
590,data/Furniture_Data\beds\Contemporary\172contemporary-kids-beds.jpg,beds
591,augmentation\beds\7308traditional-panel-beds_aug_5136.png,beds
592,data/Furniture_Data\beds\Rustic\8922rustic-beds.jpg,beds
593,augmentation\beds\6510traditional-kids-beds_aug_6178.png,beds
594,data/Furniture_Data\beds\Craftsman\8196craftsman-bunk-beds.jpg,beds
595,external_resources\beds\LIR6L12ZO42M_aug.jpg,beds
596,data/Furniture_Data\beds\Traditional\2745traditional-platform-beds.jpg,beds
597,data/Furniture_Data\beds\Contemporary\2173contemporary-platform-beds.jpg,beds
598,augmentation\beds\2151contemporary-platform-beds_aug_6896.png,beds
599,augmentation\beds\2191contemporary-panel-beds_aug_7442.png,beds
600,data/Furniture_Data\beds\Contemporary\1616contemporary-platform-beds.jpg,beds
601,augmentation\beds\2081contemporary-platform-beds_aug_7686.png,beds
602,augmentation\beds\2793transitional-kids-beds_aug_5305.png,beds
603,data/Furniture_Data\beds\Traditional\6073traditional-kids-beds.jpg,beds
604,data/Furniture_Data\beds\Mediterranean\7739mediterranean-panel-beds.jpg,beds
605,data/Furniture_Data\beds\Transitional\9379transitional-kids-beds.jpg,beds
606,data/Furniture_Data\beds\Contemporary\2489contemporary-platform-beds.jpg,beds
607,augmentation\beds\6110traditional-panel-beds_aug_6297.png,beds
608,external_resources\beds\6R59A9C2VVH2_aug.jpg,beds
609,data/Furniture_Data\beds\Tropical\10419tropical-daybeds.jpg,beds
610,augmentation\beds\7683craftsman-kids-bedroom-furniture-sets_aug_5477.png,beds
611,data/Furniture_Data\beds\Transitional\10177transitional-kids-beds.jpg,beds
612,data/Furniture_Data\beds\Modern\2563modern-panel-beds.jpg,beds
613,data/Furniture_Data\beds\Traditional\6086traditional-panel-beds.jpg,beds
614,augmentation\beds\7425traditional-panel-beds_aug_7494.png,beds
615,external_resources\beds\8RGB5DUFTVVP.jpg,beds
616,augmentation\beds\2035contemporary-panel-beds_aug_7204.png,beds
617,augmentation\beds\8353farmhouse-panel-beds_aug_5697.png,beds
618,data/Furniture_Data\beds\Traditional\6531traditional-kids-beds.jpg,beds
619,augmentation\beds\9464transitional-folding-beds_aug_7680.png,beds
620,augmentation\beds\4476modern-platform-beds_aug_7828.png,beds
621,data/Furniture_Data\beds\Transitional\2586transitional-daybeds.jpg,beds
622,data/Furniture_Data\beds\Modern\4654modern-panel-beds.jpg,beds
623,augmentation\beds\7067traditional-kids-beds_aug_6618.png,beds
624,external_resources\beds\QWQ350IAWCBF.jpg,beds
625,data/Furniture_Data\beds\Contemporary\1050contemporary-platform-beds.jpg,beds
626,data/Furniture_Data\beds\Craftsman\7664craftsman-kids-bedroom-furniture-sets.jpg,beds
627,data/Furniture_Data\beds\Modern\4807modern-kids-beds.jpg,beds
628,augmentation\beds\8280craftsman-platform-beds_aug_5465.png,beds
629,data/Furniture_Data\beds\Transitional\2622transitional-daybeds.jpg,beds
630,data/Furniture_Data\beds\Eclectic\4391eclectic-canopy-beds.jpg,beds
631,external_resources\beds\OCEK9Q1OPJFE.jpg,beds
632,augmentation\beds\2230contemporary-panel-beds_aug_7609.png,beds
633,augmentation\beds\7439traditional-panel-beds_aug_6862.png,beds
634,augmentation\beds\5337transitional-panel-beds_aug_5342.png,beds
635,augmentation\beds\9976transitional-bunk-beds_aug_6663.png,beds
636,augmentation\beds\9084southwestern-kids-beds_aug_6362.png,beds
637,data/Furniture_Data\beds\Transitional\5304transitional-panel-beds.jpg,beds
638,augmentation\beds\7851craftsman-panel-beds_aug_7830.png,beds
639,augmentation\beds\6819traditional-sleigh-beds_aug_5386.png,beds
640,augmentation\beds\782contemporary-toddler-beds_aug_6901.png,beds
641,data/Furniture_Data\beds\Traditional\6703traditional-bunk-beds.jpg,beds
642,external_resources\beds\SY8JZTH06K9R.jpg,beds
643,augmentation\beds\5475traditional-platform-beds_aug_6357.png,beds
644,data/Furniture_Data\beds\Craftsman\8314craftsman-platform-beds.jpg,beds
645,augmentation\beds\9356transitional-murphy-beds_aug_6989.png,beds
646,augmentation\beds\9342transitional-sleigh-beds_aug_5058.png,beds
647,external_resources\beds\P0BB15IC8ZKS.jpg,beds
648,data/Furniture_Data\beds\Traditional\5267traditional-panel-beds.jpg,beds
