ImgPath,Class,Style
augmentation_Task3_2\beds\Beach\8145beach-style-panel-beds_aug_72.png,beds,Beach
augmentation_Task3_2\beds\Beach\8185beach-style-panel-beds_aug_109.png,beds,Beach
augmentation_Task3_2\beds\Beach\8174beach-style-daybeds_aug_194.png,beds,Beach
data/Furniture_Data\beds\Beach\8176beach-style-toddler-beds.jpg,beds,Beach
data/Furniture_Data\beds\Beach\8168beach-style-sleigh-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\4828beach-style-panel-beds_aug_44.png,beds,Beach
augmentation_Task3_2\beds\Beach\8176beach-style-toddler-beds_aug_184.png,beds,Beach
augmentation_Task3_2\beds\Beach\8174beach-style-daybeds_aug_71.png,beds,Beach
augmentation_Task3_2\beds\Beach\8157beach-style-kids-beds_aug_179.png,beds,Beach
augmentation_Task3_2\beds\Beach\8171beach-style-panel-beds_aug_124.png,beds,Beach
augmentation_Task3_2\beds\Beach\8146beach-style-panel-beds_aug_59.png,beds,Beach
data/Furniture_Data\beds\Beach\8174beach-style-daybeds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8174beach-style-daybeds_aug_112.png,beds,Beach
augmentation_Task3_2\beds\Beach\5021beach-style-canopy-beds_aug_49.png,beds,Beach
augmentation_Task3_2\beds\Beach\5242beach-style-panel-beds_aug_139.png,beds,Beach
augmentation_Task3_2\beds\Beach\8142beach-style-panel-beds_aug_111.png,beds,Beach
augmentation_Task3_2\beds\Beach\8149beach-style-kids-beds_aug_156.png,beds,Beach
augmentation_Task3_2\beds\Beach\8168beach-style-sleigh-beds_aug_133.png,beds,Beach
augmentation_Task3_2\beds\Beach\8150beach-style-canopy-beds_aug_45.png,beds,Beach
augmentation_Task3_2\beds\Beach\8136beach-style-panel-beds_aug_149.png,beds,Beach
data/Furniture_Data\beds\Beach\24547beach-style-nightstands-and-bedside-tables.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\4828beach-style-panel-beds_aug_167.png,beds,Beach
augmentation_Task3_2\beds\Beach\8157beach-style-kids-beds_aug_97.png,beds,Beach
augmentation_Task3_2\beds\Beach\3858beach-style-panel-beds_aug_107.png,beds,Beach
augmentation_Task3_2\beds\Beach\8150beach-style-canopy-beds_aug_86.png,beds,Beach
augmentation_Task3_2\beds\Beach\8136beach-style-panel-beds_aug_190.png,beds,Beach
data/Furniture_Data\beds\Beach\8185beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\7828beach-style-panel-beds_aug_199.png,beds,Beach
augmentation_Task3_2\beds\Beach\8151beach-style-panel-beds_aug_145.png,beds,Beach
data/Furniture_Data\beds\Beach\8138beach-style-bunk-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8185beach-style-panel-beds_aug_150.png,beds,Beach
data/Furniture_Data\beds\Beach\8144beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8171beach-style-panel-beds_aug_83.png,beds,Beach
augmentation_Task3_2\beds\Beach\8144beach-style-panel-beds_aug_137.png,beds,Beach
data/Furniture_Data\beds\Beach\8172beach-style-canopy-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8183beach-style-bunk-beds_aug_80.png,beds,Beach
augmentation_Task3_2\beds\Beach\8136beach-style-panel-beds_aug_108.png,beds,Beach
augmentation_Task3_2\beds\Beach\8183beach-style-bunk-beds_aug_121.png,beds,Beach
augmentation_Task3_2\beds\Beach\8138beach-style-bunk-beds_aug_46.png,beds,Beach
augmentation_Task3_2\beds\Beach\8135beach-style-panel-beds_aug_88.png,beds,Beach
augmentation_Task3_2\beds\Beach\8180beach-style-platform-beds_aug_135.png,beds,Beach
augmentation_Task3_2\beds\Beach\8146beach-style-panel-beds_aug_141.png,beds,Beach
augmentation_Task3_2\beds\Beach\4828beach-style-panel-beds_aug_126.png,beds,Beach
augmentation_Task3_2\beds\Beach\4918beach-style-panel-beds_aug_151.png,beds,Beach
augmentation_Task3_2\beds\Beach\5242beach-style-panel-beds_aug_57.png,beds,Beach
augmentation_Task3_2\beds\Beach\8173beach-style-bunk-beds_aug_91.png,beds,Beach
augmentation_Task3_2\beds\Beach\8135beach-style-panel-beds_aug_170.png,beds,Beach
augmentation_Task3_2\beds\Beach\3858beach-style-panel-beds_aug_189.png,beds,Beach
augmentation_Task3_2\beds\Beach\8151beach-style-panel-beds_aug_104.png,beds,Beach
augmentation_Task3_2\beds\Beach\8171beach-style-panel-beds_aug_42.png,beds,Beach
augmentation_Task3_2\beds\Beach\8145beach-style-panel-beds_aug_113.png,beds,Beach
data/Furniture_Data\beds\Beach\8149beach-style-kids-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8186beach-style-panel-beds_aug_198.png,beds,Beach
augmentation_Task3_2\beds\Beach\8181beach-style-panel-beds_aug_196.png,beds,Beach
augmentation_Task3_2\beds\Beach\8141beach-style-beds_aug_140.png,beds,Beach
data/Furniture_Data\beds\Beach\5021beach-style-canopy-beds.jpg,beds,Beach
data/Furniture_Data\beds\Beach\5242beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8136beach-style-panel-beds_aug_67.png,beds,Beach
data/Furniture_Data\beds\Beach\8153beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8164beach-style-panel-beds_aug_48.png,beds,Beach
augmentation_Task3_2\beds\Beach\8183beach-style-bunk-beds_aug_162.png,beds,Beach
data/Furniture_Data\beds\Beach\4925beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8176beach-style-toddler-beds_aug_61.png,beds,Beach
augmentation_Task3_2\beds\Beach\8173beach-style-bunk-beds_aug_173.png,beds,Beach
augmentation_Task3_2\beds\Beach\8153beach-style-panel-beds_aug_79.png,beds,Beach
data/Furniture_Data\beds\Beach\8146beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8185beach-style-panel-beds_aug_68.png,beds,Beach
augmentation_Task3_2\beds\Beach\8176beach-style-toddler-beds_aug_143.png,beds,Beach
augmentation_Task3_2\beds\Beach\4918beach-style-panel-beds_aug_69.png,beds,Beach
augmentation_Task3_2\beds\Beach\8145beach-style-panel-beds_aug_195.png,beds,Beach
augmentation_Task3_2\beds\Beach\8145beach-style-panel-beds_aug_154.png,beds,Beach
augmentation_Task3_2\beds\Beach\8138beach-style-bunk-beds_aug_169.png,beds,Beach
augmentation_Task3_2\beds\Beach\8182beach-style-panel-beds_aug_54.png,beds,Beach
data/Furniture_Data\beds\Beach\8135beach-style-panel-beds.jpg,beds,Beach
augmentation_Task3_2\beds\Beach\8139beach-style-loft-beds_aug_105.png,beds,Beach
augmentation_Task3_2\beds\Beach\8185beach-style-panel-beds_aug_191.png,beds,Beach
data/Furniture_Data\beds\Contemporary\1819contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\445contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\217contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1811contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\704contemporary-toddler-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\547contemporary-daybeds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2186contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2119contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\776contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2430contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\201contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\842contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2064contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\846contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2029contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\924contemporary-toddler-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\470contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\484contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\285contemporary-murphy-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\170contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\38contemporary-murphy-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2371contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2073contemporary-kids-bedroom-furniture-sets.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1299contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\683contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1132contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\471contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\315contemporary-canopy-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2062contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\639contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1493contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\531contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1381contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\273contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1625contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\929contemporary-sleigh-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\928contemporary-folding-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\367contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2252contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1712contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\386contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2391contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1322contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\316contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1076contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2167contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1453contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1845contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\5010contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\517contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2184contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2229contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\677contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1661contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\461contemporary-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1992contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\910contemporary-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2402contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\954contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\28contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2193contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\967contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1851contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\781contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1566contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1494contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1907contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1473contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\561contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1052contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1575contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2031contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1414contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1540contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\709contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1853contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1018contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\754contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1252contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\629contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2027contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2251contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1138contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1534contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1731contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\667contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2170contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\5300contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2128contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2355contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1397contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\820contemporary-toddler-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\577contemporary-daybeds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2394contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2392contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\56contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1009contemporary-adjustable-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2173contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2489contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\612contemporary-daybeds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\108contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\8095contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\432contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1847contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\157contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\51contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\582contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1384contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1690contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\418contemporary-sleigh-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\786contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1171contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\722contemporary-folding-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2377contemporary-sleigh-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\356contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\36contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1136contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1529contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\452contemporary-daybeds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1631contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\482contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\716contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2015contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2323contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\970contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1833contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2418contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\831contemporary-loft-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\123contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\549contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\109contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1104contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\8741contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\632contemporary-folding-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1526contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1823contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\90contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\983contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1910contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2352contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\948contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2056contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1781contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1245contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1924contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2018contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2159contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\661contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\40contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\737contemporary-bunk-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\2384contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1535contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\292contemporary-murphy-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\261contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1579contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1995contemporary-kids-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1852contemporary-platform-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1517contemporary-panel-beds.jpg,beds,Contemporary
data/Furniture_Data\beds\Contemporary\1308contemporary-platform-beds.jpg,beds,Contemporary
